Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
1470,Karol Linetty,pl POL,MF,Torino,Serie A,25,1995,20.4,600,733,81.9,8945,2488,368,410,89.8,183,219,83.6,36,53,67.9,0,1.0,1.0,-1.0,15,46,10,0,58,Matches,d023d70f
1471,Jesse Lingard,eng ENG,MFFW,West Ham,Premier League,27,1992,15.8,546,686,79.6,7671,1895,304,343,88.6,170,209,81.3,33,60,55.0,4,2.1,1.3,+1.9,18,55,23,5,75,Matches,810e3c74
1472,Pol Lirola,es ESP,DFFW,Fiorentina,Serie A,22,1997,5.5,204,284,71.8,3261,1129,98,123,79.7,81,109,74.3,14,31,45.2,1,0.7,0.6,+0.3,6,14,7,2,21,Matches,ff800ed8
1473,Pol Lirola,es ESP,DFFW,Marseille,Ligue 1,22,1997,17.3,624,821,76.0,9641,3120,364,420,86.7,185,242,76.4,49,97,50.5,2,2.2,2.3,-0.2,19,35,19,6,55,Matches,ff800ed8
1474,Jake Livermore,eng ENG,MF,West Brom,Premier League,30,1989,13.8,273,388,70.4,4417,1144,135,170,79.4,107,141,75.9,21,48,43.8,0,0.2,0.2,-0.2,5,23,2,1,26,Matches,b98570d1
1475,Diego Llorente,es ESP,DF,Leeds United,Premier League,26,1993,13.4,598,721,82.9,11725,3380,170,196,86.7,368,412,89.3,52,90,57.8,0,0.5,0.3,-0.5,4,21,2,0,26,Matches,bba30585
1476,Diego Llorente,es ESP,DF,Real Sociedad,La Liga,26,1993,1.0,48,59,81.4,941,274,18,19,94.7,26,29,89.7,4,9,44.4,0,0.0,0.0,0.0,0,3,0,0,3,Matches,bba30585
1477,Fernando Llorente,es ESP,FW,Udinese,Serie A,35,1985,7.9,158,222,71.2,1811,316,109,143,76.2,28,45,62.2,4,7,57.1,0,0.5,0.4,-0.5,11,10,0,0,11,Matches,82dbf623
1478,Fernando Llorente,es ESP,FWMF,Napoli,Serie A,35,1985,0.6,13,22,59.1,163,29,9,16,56.3,2,3,66.7,1,1,100.0,0,0.1,0.4,-0.1,1,0,0,0,0,Matches,82dbf623
1479,Marcos Llorente,es ESP,MFFW,Atlético Madrid,La Liga,25,1995,32.8,1097,1355,81.0,16495,4008,585,656,89.2,349,420,83.1,83,120,69.2,11,5.6,5.4,+5.4,44,80,37,12,140,Matches,02c15616
1480,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,33,1986,38.0,801,1079,74.2,19746,14204,262,265,98.9,300,305,98.4,229,498,46.0,0,0.0,0.0,0.0,0,7,0,0,0,Matches,8f62b6ee
1481,Giovani Lo Celso,ar ARG,MF,Tottenham,Premier League,24,1996,10.5,469,604,77.6,6897,2082,269,302,89.1,143,180,79.4,28,58,48.3,1,1.0,1.0,0.0,15,52,12,0,71,Matches,d7553721
1482,Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,25,1994,1.7,117,129,90.7,1841,362,58,62,93.5,43,46,93.5,10,13,76.9,0,0.0,0.0,0.0,0,5,1,0,7,Matches,e1cbb531
1483,Manuel Locatelli,it ITA,MF,Sassuolo,Serie A,22,1998,32.0,2440,2802,87.1,41731,14137,1213,1295,93.7,931,1035,90.0,249,365,68.2,2,2.8,3.4,-0.8,38,325,35,5,315,Matches,a8a874f1
1484,Renan Lodi,br BRA,DFFW,Atlético Madrid,La Liga,22,1998,12.5,577,749,77.0,9262,2640,321,362,88.7,200,263,76.0,43,77,55.8,2,1.8,1.5,+0.2,12,17,19,7,36,Matches,ed9f7cfe
1485,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,Premier League,24,1996,0.7,11,17,64.7,127,14,10,11,90.9,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,e97fd090
1486,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,Premier League,24,1996,21.2,578,722,80.1,8146,1920,333,388,85.8,195,230,84.8,21,31,67.7,0,1.2,1.1,-1.2,17,57,13,2,82,Matches,e97fd090
1487,Niklas Lomb,de GER,GK,Leverkusen,Bundesliga,27,1993,1.5,47,60,78.3,1149,933,7,7,100.0,30,31,96.8,10,22,45.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches,9321b8ed
1488,Kevin Long,ie IRL,DF,Burnley,Premier League,29,1990,7.1,191,268,71.3,3722,1296,66,79,83.5,91,114,79.8,28,61,45.9,0,0.0,0.1,0.0,1,8,1,0,15,Matches,5a4280b1
1489,Shane Long,ie IRL,FW,Southampton,Premier League,33,1987,2.3,32,57,56.1,346,115,26,35,74.3,5,8,62.5,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches,9f472354
1490,Matthew Longstaff,eng ENG,MF,Newcastle United,Premier League,20,2000,4.2,117,146,80.1,1902,416,59,68,86.8,43,53,81.1,11,16,68.8,0,0.2,0.1,-0.2,2,6,1,1,6,Matches,c0027d2d
1491,Sean Longstaff,eng ENG,MF,Newcastle United,Premier League,22,1997,15.7,467,591,79.0,8564,2283,212,236,89.8,170,194,87.6,68,120,56.7,1,1.0,0.9,0.0,12,42,1,0,45,Matches,a2b105e0
1492,Ademola Lookman,ng NGA,FWMF,Fulham,Premier League,22,1997,30.5,892,1199,74.4,13128,3607,497,577,86.1,295,378,78.0,56,128,43.8,4,5.2,4.2,-1.2,61,51,41,5,110,Matches,7c104bb7
1493,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,29,1990,38.0,976,1183,82.5,25882,17545,176,177,99.4,499,501,99.6,299,501,59.7,0,0.0,0.1,0.0,0,11,1,0,9,Matches,f00de885
1494,Rony Lopes,pt POR,FWMF,Nice,Ligue 1,24,1995,19.8,588,788,74.6,8757,2230,351,403,87.1,168,229,73.4,46,99,46.5,1,3.9,4.0,-2.9,41,40,23,8,68,Matches,7c2965bb
1495,Adrián López,es ESP,FWMF,Osasuna,La Liga,32,1988,5.3,137,191,71.7,1792,386,86,107,80.4,39,54,72.2,5,9,55.6,1,0.2,0.2,+0.8,4,10,6,1,23,Matches,88a359d4
1496,Javi López,es ESP,DFMF,Alavés,La Liga,18,2002,2.8,109,146,74.7,1815,573,57,66,86.4,35,47,74.5,13,22,59.1,0,0.1,0.2,-0.1,3,4,5,3,7,Matches,e9ada8cf
1497,Maxime Lopez,fr FRA,MF,Sassuolo,Serie A,22,1997,20.7,1567,1699,92.2,22138,5489,930,971,95.8,509,545,93.4,68,97,70.1,0,1.4,1.9,-1.4,20,161,24,0,150,Matches,20094685
1498,Maxime Lopez,fr FRA,FWMF,Marseille,Ligue 1,22,1997,1.5,47,58,81.0,573,190,32,36,88.9,8,10,80.0,2,2,100.0,0,0.1,0.0,-0.1,1,5,1,0,5,Matches,20094685
1499,Pedro López Muñoz,es ESP,DF,Huesca,La Liga,36,1983,11.9,536,662,81.0,9343,3193,261,287,90.9,217,260,83.5,52,91,57.1,1,1.6,1.1,-0.6,7,33,12,7,48,Matches,a60823a4
1500,Pau López,es ESP,GK,Roma,Serie A,25,1994,20.2,533,663,80.4,13288,9020,108,108,100.0,285,288,99.0,140,267,52.4,0,0.0,0.0,0.0,0,1,0,0,2,Matches,20b9f052
1501,Roberto López,es ESP,MFFW,Real Sociedad,La Liga,20,2000,5.6,176,248,71.0,2680,676,89,104,85.6,64,85,75.3,9,31,29.0,0,1.0,0.5,-1.0,7,18,7,1,30,Matches,2a8c9f98
1502,Unai López,es ESP,MF,Athletic Club,La Liga,24,1995,15.8,849,1023,83.0,16422,4120,351,391,89.8,310,356,87.1,147,207,71.0,0,1.7,1.3,-1.7,18,91,18,3,97,Matches,88050721
1503,Dion Lopy,sn SEN,MF,Reims,Ligue 1,18,2002,2.8,91,103,88.3,1602,267,42,44,95.5,36,37,97.3,9,16,56.3,0,0.1,0.1,-0.1,2,5,3,1,12,Matches,64c14d49
1504,Jordan Lotomba,ch SUI,DFMF,Nice,Ligue 1,21,1998,23.6,1160,1422,81.6,16483,5184,712,784,90.8,368,453,81.2,47,104,45.2,0,1.3,1.6,-1.3,12,67,13,5,85,Matches,fc4cf6a7
1505,Adrien Louveau,fr FRA,MF,Lens,Ligue 1,20,2000,0.1,4,4,100.0,69,11,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,85847c67
1506,Imran Louza,ma MAR,MF,Nantes,Ligue 1,21,1999,26.4,1031,1326,77.8,17193,5196,525,588,89.3,357,445,80.2,112,215,52.1,2,1.8,2.6,+0.2,25,123,12,2,152,Matches,e1df6989
1507,Matteo Lovato,it ITA,DF,Hellas Verona,Serie A,20,2000,15.4,479,609,78.7,8921,3142,172,209,82.3,256,302,84.8,43,80,53.8,0,0.1,0.1,-0.1,4,32,1,0,35,Matches,5fa57166
1508,Max Lowe,eng ENG,DF,Sheffield United,Premier League,23,1997,6.1,147,221,66.5,2013,664,90,111,81.1,42,64,65.6,7,21,33.3,0,0.1,0.2,-0.1,2,15,5,1,14,Matches,7af88b33
1509,Eduard Löwen,de GER,MFDF,Hertha BSC,Bundesliga,23,1997,0.9,52,68,76.5,835,214,29,36,80.6,16,21,76.2,4,6,66.7,0,0.0,0.0,0.0,0,4,2,1,5,Matches,70678132
1510,Matthew Lowton,eng ENG,DF,Burnley,Premier League,31,1989,34.0,1061,1550,68.5,18130,8412,573,640,89.5,337,471,71.5,136,366,37.2,1,3.1,2.5,-2.1,25,125,48,12,127,Matches,9a9c05db
1511,Anthony Lozano,hn HON,FW,Cádiz,La Liga,27,1993,16.9,158,273,57.9,2040,624,97,130,74.6,39,72,54.2,6,17,35.3,1,0.8,0.7,+0.2,11,23,10,2,39,Matches,38699c72
1512,Hirving Lozano,mx MEX,FW,Napoli,Serie A,25,1995,21.8,426,620,68.7,5456,1067,270,330,81.8,103,155,66.5,16,41,39.0,3,4.8,3.5,-1.8,35,17,22,7,44,Matches,a69e4806
1513,Jan Luca Schuler,de GER,FW,Schalke 04,Bundesliga,21,1999,0.4,8,16,50.0,70,4,4,10,40.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,6ca598d5
1514,Jean Lucas,br BRA,MF,Lyon,Ligue 1,22,1998,1.9,110,131,84.0,2105,560,48,50,96.0,48,54,88.9,12,19,63.2,0,0.0,0.1,0.0,1,9,1,0,19,Matches,a99138af
1515,Jean Lucas,br BRA,MFFW,Brest,Ligue 1,22,1998,11.2,575,651,88.3,10043,2455,264,287,92.0,230,254,90.6,58,77,75.3,2,1.1,1.3,+0.9,9,39,8,3,62,Matches,a99138af
1516,Anderson Lucoqui,ao ANG,DF,Arminia,Bundesliga,23,1997,17.8,472,724,65.2,8357,3211,205,257,79.8,220,318,69.2,39,97,40.2,0,0.2,0.4,-0.2,6,37,6,2,45,Matches,5569bf9a
1517,Jeison Lucumí,co COL,MF,Elche,La Liga,25,1995,0.5,8,11,72.7,115,13,5,6,83.3,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,8abefbcf
1518,Kilian Ludewig,de GER,DFFW,Schalke 04,Bundesliga,20,2000,5.8,213,292,72.9,3124,1388,119,140,85.0,80,102,78.4,9,22,40.9,0,0.3,0.3,-0.3,5,9,7,4,11,Matches,9b1b7d78
1519,Florentino Luís,pt POR,MF,Monaco,Ligue 1,20,1999,2.7,142,166,85.5,2452,613,60,65,92.3,69,74,93.2,8,15,53.3,0,0.1,0.1,-0.1,3,17,4,0,16,Matches,881cd6be
1520,José Luis Gayà,es ESP,DF,Valencia,La Liga,25,1995,31.6,1172,1511,77.6,20400,6297,557,620,89.8,476,575,82.8,115,237,48.5,7,3.9,4.3,+3.1,36,68,40,13,119,Matches,b05e2dbd
1521,José Luis Morales,es ESP,MFFW,Levante,La Liga,33,1987,27.1,495,732,67.6,8137,2168,247,304,81.3,160,230,69.6,60,115,52.2,3,4.9,4.2,-1.9,34,34,27,7,75,Matches,4a478107
1522,José Luis Palomino,ar ARG,DF,Atalanta,Serie A,30,1990,27.0,1273,1554,81.9,23856,8941,462,523,88.3,655,739,88.6,134,242,55.4,2,0.8,0.6,+1.2,9,93,2,0,136,Matches,921f6058
1523,Luisinho,pt POR,DF,Huesca,La Liga,35,1985,2.0,98,119,82.4,1560,520,60,66,90.9,32,39,82.1,6,11,54.5,0,0.1,0.1,-0.1,1,4,1,1,8,Matches,a7f00c8c
1524,Luismi,es ESP,MFDF,Elche,La Liga,28,1992,1.9,97,115,84.3,1981,554,33,38,86.8,43,48,89.6,17,24,70.8,0,0.0,0.0,0.0,0,9,0,0,6,Matches,c2cfbfc9
1525,David Luiz,br BRA,DF,Arsenal,Premier League,33,1987,15.5,836,1013,82.5,17006,5726,254,278,91.4,464,502,92.4,102,192,53.1,0,0.5,1.0,-0.5,2,66,9,0,68,Matches,c0e27d1a
1526,Douglas Luiz,br BRA,MF,Aston Villa,Premier League,22,1998,30.9,1217,1445,84.2,22141,6015,503,568,88.6,525,577,91.0,152,212,71.7,2,1.6,1.4,+0.4,19,134,13,3,131,Matches,6f7d826d
1527,Romelu Lukaku,be BEL,FW,Inter,Serie A,27,1993,32.0,538,762,70.6,6581,1431,334,424,78.8,108,154,70.1,22,38,57.9,11,7.0,5.4,+4.0,52,37,38,2,82,Matches,5eae500a
1528,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,Bundesliga,22,1997,20.6,394,533,73.9,6636,1179,195,258,75.6,136,162,84.0,44,66,66.7,5,2.8,1.7,+2.2,22,25,10,4,39,Matches,0c61c77c
1529,Saša Lukić,rs SRB,MF,Torino,Serie A,23,1996,23.4,632,804,78.6,9388,2372,354,409,86.6,202,246,82.1,43,64,67.2,0,1.2,1.5,-1.2,23,62,21,8,72,Matches,c6e8cf1f
1530,Senad Lulić,ba BIH,DF,Lazio,Serie A,34,1986,8.0,242,346,69.9,4026,1220,115,143,80.4,97,126,77.0,23,49,46.9,0,0.3,0.7,-0.3,4,13,8,4,24,Matches,7fd58fe3
1531,John Lundstram,eng ENG,MF,Sheffield United,Premier League,26,1994,22.6,859,1082,79.4,13623,3077,417,454,91.9,295,352,83.8,79,168,47.0,2,1.3,1.6,+0.7,20,64,14,2,78,Matches,0df2b165
1532,Sebastiano Luperto,it ITA,DF,Crotone,Serie A,23,1996,20.9,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,40.3,0,0.2,0.2,-0.2,6,49,0,0,69,Matches,997fff07
1533,Andreas Luthe,de GER,GK,Union Berlin,Bundesliga,33,1987,30.8,811,1143,71.0,22829,16779,167,167,100.0,373,386,96.6,268,585,45.8,0,0.0,0.1,0.0,0,12,0,0,0,Matches,7fe12375
1534,Lyanco,br BRA,DF,Torino,Serie A,23,1997,21.8,1079,1263,85.4,22353,8180,325,358,90.8,569,621,91.6,175,261,67.0,0,0.5,0.4,-0.5,6,61,4,0,69,Matches,b5bf1770
1535,Charalampos Lykogiannis,gr GRE,DF,Cagliari,Serie A,26,1993,26.9,809,1201,67.4,13966,6444,394,454,86.8,333,480,69.4,69,180,38.3,2,1.8,2.3,+0.2,14,66,18,10,79,Matches,5efc5389
1536,Yann M'Vila,fr FRA,MF,Saint-Étienne,Ligue 1,30,1990,0.2,13,15,86.7,232,68,7,7,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches,d4133fa1
1537,Alexis Mac Allister,ar ARG,MFFW,Brighton,Premier League,21,1998,12.4,320,410,78.0,4922,1248,168,196,85.7,109,129,84.5,20,36,55.6,1,1.5,1.7,-0.5,15,26,16,0,48,Matches,83d074ff
1538,Darwin Machís,ve VEN,FWMF,Granada,La Liga,27,1993,22.5,327,552,59.2,5502,1806,182,228,79.8,93,154,60.4,40,112,35.7,5,5.0,3.5,0.0,25,30,14,10,37,Matches,ed6ea4d9
1539,Tim Maciejewski,de GER,FW,Union Berlin,Bundesliga,19,2001,0.1,2,3,66.7,14,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,bfd522a6
1540,Luca Mack,de GER,MF,Stuttgart,Bundesliga,20,2000,0.1,2,4,50.0,29,5,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,81868f73
1541,Yvann Macon,fr FRA,DF,Saint-Étienne,Ligue 1,21,1998,6.0,233,317,73.5,3461,1498,145,163,89.0,68,95,71.6,16,42,38.1,1,0.1,0.1,+0.9,1,13,1,1,17,Matches,0bb6e193
1542,James Maddison,eng ENG,MF,Leicester City,Premier League,23,1996,23.3,874,1132,77.2,13447,3772,454,510,89.0,285,354,80.5,72,149,48.3,5,5.1,3.4,-0.1,51,103,33,3,134,Matches,ee38d9c5
1543,Mikail Maden,no NOR,FW,Schalke 04,Bundesliga,18,2002,0.1,2,2,100.0,35,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,fc0f3ef3
1544,Pablo Maffeo,es ESP,DF,Huesca,La Liga,23,1997,21.8,753,1098,68.6,12999,4707,375,440,85.2,294,400,73.5,74,192,38.5,4,2.7,2.5,+1.3,17,49,26,16,60,Matches,5db04597
1545,Gabriel Magalhães,br BRA,DF,Arsenal,Premier League,22,1997,22.2,1332,1559,85.4,24293,8542,478,522,91.6,734,797,92.1,106,202,52.5,0,0.1,0.2,-0.1,2,67,3,1,80,Matches,67ac5bb8
1546,Lisandro Magallán,ar ARG,DF,Crotone,Serie A,26,1993,24.2,903,1109,81.4,16685,7382,350,411,85.2,456,522,87.4,86,137,62.8,2,0.4,0.3,+1.6,9,70,5,0,70,Matches,01a49bd2
1547,Christian Maggio,it ITA,DF,Benevento,Serie A,38,1982,3.3,106,141,75.2,1584,861,64,73,87.7,36,45,80.0,5,13,38.5,0,0.0,0.0,0.0,0,4,0,0,7,Matches,31d7f557
1548,Giulio Maggiore,it ITA,MF,Spezia,Serie A,22,1998,24.6,566,817,69.3,8689,2496,297,375,79.2,198,276,71.7,41,86,47.7,1,1.9,1.7,-0.9,13,59,14,0,78,Matches,957e4c87
1549,Francesco Magnanelli,it ITA,MF,Sassuolo,Serie A,35,1984,4.9,361,421,85.7,6066,1587,169,184,91.8,145,166,87.3,34,47,72.3,0,0.2,0.2,-0.2,4,39,1,0,33,Matches,07767f42
1550,Giangiacomo Magnani,it ITA,DF,Hellas Verona,Serie A,24,1995,16.8,459,611,75.1,9116,2831,135,168,80.4,253,304,83.2,63,106,59.4,0,0.0,0.1,0.0,1,29,3,1,30,Matches,cce9f582
1551,Hugo Magnetti,fr FRA,MF,Brest,Ligue 1,22,1998,6.7,290,346,83.8,5652,1644,97,109,89.0,141,153,92.2,40,61,65.6,0,0.4,0.3,-0.4,3,32,1,0,35,Matches,d4d35152
1552,Harry Maguire,eng ENG,DF,Manchester United,Premier League,27,1993,33.9,1958,2250,87.0,38694,13018,634,711,89.2,1052,1144,92.0,232,325,71.4,1,0.3,0.6,+0.7,7,175,8,1,194,Matches,d8931174
1553,Abdallahi Mahmoud,mr MTN,MF,Alavés,La Liga,20,2000,0.7,13,15,86.7,214,86,6,6,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,1,Matches,ab99e4a0
1554,Hicham Mahou,fr FRA,FW,Nice,Ligue 1,21,1999,0.4,12,18,66.7,228,48,5,7,71.4,6,9,66.7,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,2,Matches,f329ec76
1555,Riyad Mahrez,dz ALG,FW,Manchester City,Premier League,29,1991,21.7,916,1096,83.6,12994,2572,556,599,92.8,265,328,80.8,50,84,59.5,6,5.0,5.7,+1.0,43,38,43,5,88,Matches,892d5bb1
1556,Arne Maier,de GER,MF,Arminia,Bundesliga,21,1999,11.5,319,441,72.3,5883,1277,123,160,76.9,140,176,79.5,43,75,57.3,0,1.2,1.5,-1.2,11,24,8,1,29,Matches,ab700320
1557,Arne Maier,de GER,MF,Hertha BSC,Bundesliga,21,1999,0.3,19,20,95.0,414,144,7,7,100.0,7,7,100.0,5,6,83.3,0,0.1,0.1,-0.1,1,2,1,0,3,Matches,ab700320
1558,Habib Maïga,ci CIV,MF,Metz,Ligue 1,24,1996,29.9,1158,1422,81.4,20508,5968,503,561,89.7,528,613,86.1,100,182,54.9,3,1.9,1.1,+1.1,26,132,6,2,161,Matches,e768de1f
1559,Mike Maignan,fr FRA,GK,Lille,Ligue 1,25,1995,38.0,779,1071,72.7,20474,15076,167,168,99.4,376,378,99.5,225,507,44.4,0,0.1,0.1,-0.1,1,10,3,0,4,Matches,fcb38f57
1560,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,Premier League,22,1997,5.4,226,291,77.7,3689,985,114,127,89.8,88,114,77.2,16,30,53.3,0,0.1,0.2,-0.1,2,19,4,1,24,Matches,e3a5814e
1561,Ainsley Maitland-Niles,eng ENG,MF,West Brom,Premier League,22,1997,13.7,313,416,75.2,4264,1309,177,214,82.7,81,102,79.4,22,37,59.5,0,0.7,1.3,-0.7,4,28,9,2,47,Matches,e3a5814e
1562,Josh Maja,ng NGA,FW,Fulham,Premier League,21,1998,9.0,154,181,85.1,2069,213,86,97,88.7,45,48,93.8,8,10,80.0,0,0.5,0.5,-0.5,7,7,4,0,15,Matches,bc0bfc64
1563,Josh Maja,ng NGA,FW,Bordeaux,Ligue 1,21,1998,8.9,161,192,83.9,1922,208,104,117,88.9,37,43,86.0,4,7,57.1,0,0.4,0.4,-0.4,8,9,2,0,8,Matches,bc0bfc64
1564,Radosław Majecki,pl POL,GK,Monaco,Ligue 1,20,1999,1.0,26,38,68.4,612,364,3,3,100.0,16,16,100.0,7,18,38.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches,20de219a
1565,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,Ligue 1,28,1991,6.1,105,138,76.1,1346,205,66,77,85.7,29,35,82.9,3,10,30.0,0,0.1,0.3,-0.1,1,2,2,1,9,Matches,46907171
1566,Marco Majouga,cf CTA,FWMF,Nîmes,Ligue 1,19,2001,1.4,27,37,73.0,422,105,13,15,86.7,10,14,71.4,3,4,75.0,0,0.7,0.1,-0.7,3,5,0,0,6,Matches,a27ecdc2
1567,Jean-Victor Makengo,fr FRA,MF,Udinese,Serie A,22,1998,5.8,153,195,78.5,2396,592,89,99,89.9,51,58,87.9,10,17,58.8,0,0.1,0.1,-0.1,2,21,3,0,23,Matches,22bfb57e
1568,Nemanja Maksimović,rs SRB,MF,Getafe,La Liga,25,1995,30.3,582,787,74.0,8676,2018,286,355,80.6,189,255,74.1,43,84,51.2,0,0.9,1.1,-0.9,19,37,15,10,55,Matches,00b28772
1569,Nikola Maksimović,rs SRB,DF,Napoli,Serie A,28,1991,13.4,886,963,92.0,17592,6229,277,298,93.0,505,528,95.6,101,125,80.8,0,0.1,0.1,-0.1,3,33,0,0,40,Matches,16b9d5cf
1570,Filip Malbašić,rs SRB,FWMF,Cádiz,La Liga,27,1992,9.6,90,170,52.9,1338,387,40,64,62.5,33,57,57.9,7,21,33.3,1,0.7,0.3,+0.3,4,11,4,2,18,Matches,04981123
1571,Kévin Malcuit,ma MAR,DF,Fiorentina,Serie A,29,1991,2.3,69,97,71.1,1003,249,44,48,91.7,17,29,58.6,4,9,44.4,0,0.1,0.1,-0.1,1,3,1,1,8,Matches,d6a889ea
1572,Kévin Malcuit,ma MAR,FWMF,Napoli,Serie A,29,1991,0.4,20,24,83.3,280,21,11,12,91.7,8,9,88.9,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches,d6a889ea
1573,Daniel Maldini,it ITA,FWDF,Milan,Serie A,18,2001,0.3,13,15,86.7,218,97,8,8,100.0,3,5,60.0,2,2,100.0,0,0.0,0.0,0.0,0,2,1,1,2,Matches,801831fe
1574,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,Serie A,27,1993,20.8,840,1128,74.5,15502,5075,371,440,84.3,330,425,77.6,111,190,58.4,12,10.2,6.7,+1.8,78,89,58,7,151,Matches,48d5bd33
1575,Yunus Mallı,tr TUR,MF,Wolfsburg,Bundesliga,28,1992,0.6,8,11,72.7,129,47,2,3,66.7,5,7,71.4,0,0,,0,0.1,0.0,-0.1,2,1,1,0,2,Matches,f3722c97
1576,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,29,1991,28.9,1315,1752,75.1,19910,8209,732,848,86.3,458,603,76.0,83,204,40.7,1,3.1,2.6,-2.1,17,82,23,9,112,Matches,cb574619
1577,Mickael Malsa,mq MTQ,MF,Levante,La Liga,24,1995,26.0,1168,1384,84.4,21120,6451,498,550,90.5,512,583,87.8,134,201,66.7,0,0.6,1.1,-0.6,12,124,7,0,137,Matches,bbc19252
1578,Dennis Man,ro ROU,FWMF,Parma,Serie A,21,1998,7.8,220,262,84.0,3261,807,120,141,85.1,72,82,87.8,15,19,78.9,1,0.5,0.5,+0.5,5,21,12,3,38,Matches,2079b3cc
1579,Hianga Mananga Mbock,fr FRA,MFFW,Brest,Ligue 1,20,1999,5.1,197,215,91.6,4137,938,56,62,90.3,108,111,97.3,30,35,85.7,0,0.0,0.1,0.0,1,20,1,0,16,Matches,0f86995c
1580,Vincent Manceau,fr FRA,DF,Angers,Ligue 1,31,1989,25.7,1267,1603,79.0,21008,8883,667,730,91.4,480,612,78.4,108,213,50.7,0,0.9,1.5,-0.9,12,91,24,8,123,Matches,c26a3918
1581,Gianluca Mancini,it ITA,DF,Roma,Serie A,24,1996,31.7,1731,1967,88.0,32631,9987,654,701,93.3,872,938,93.0,189,284,66.5,2,0.8,0.9,+1.2,7,137,13,2,150,Matches,5aa53281
1582,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,35,1985,37.0,934,1324,70.5,23761,17961,217,218,99.5,473,484,97.7,241,614,39.3,0,0.0,0.0,0.0,0,12,1,0,0,Matches,1d2d5cc8
1583,Reinildo Mandava,mz MOZ,DF,Lille,Ligue 1,26,1994,24.2,1258,1592,79.0,19039,6082,696,772,90.2,450,545,82.6,74,178,41.6,0,1.4,1.9,-1.4,18,88,28,15,117,Matches,c20bdcd7
1584,Aïssa Mandi,dz ALG,DF,Betis,La Liga,28,1991,26.6,1387,1526,90.9,27767,10337,450,484,93.0,748,785,95.3,173,228,75.9,1,0.7,0.2,+0.3,4,46,1,0,62,Matches,fbd6378b
1585,Rolando Mandragora,it ITA,MF,Udinese,Serie A,23,1997,4.4,127,164,77.4,1981,504,71,79,89.9,48,59,81.4,7,14,50.0,0,0.2,0.2,-0.2,4,12,4,1,19,Matches,c7259b83
1586,Rolando Mandragora,it ITA,MF,Torino,Serie A,23,1997,16.9,590,736,80.2,9313,2478,300,335,89.6,216,261,82.8,48,90,53.3,1,0.7,0.9,+0.3,16,56,8,3,61,Matches,c7259b83
1587,Mario Mandžukić,hr CRO,FW,Milan,Serie A,34,1986,2.4,35,50,70.0,451,161,22,33,66.7,8,9,88.9,2,3,66.7,0,0.1,0.1,-0.1,2,2,0,0,5,Matches,afa0d4e0
1588,Sadio Mané,sn SEN,FW,Liverpool,Premier League,28,1992,31.2,812,1082,75.0,11380,2510,499,589,84.7,218,289,75.4,48,70,68.6,7,7.0,5.3,0.0,61,41,66,7,112,Matches,c691bfe2
1589,Niccolò Manfredini,it ITA,GK,Benevento,Serie A,32,1988,1.0,27,31,87.1,653,361,5,5,100.0,15,15,100.0,7,11,63.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e4b39692
1590,Eliaquim Mangala,fr FRA,DF,Valencia,La Liga,29,1991,3.6,75,108,69.4,1358,533,27,33,81.8,43,57,75.4,4,11,36.4,0,0.0,0.0,0.0,0,3,0,0,3,Matches,f520049f
